id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
758249484326473614,Home in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Cascade,Eastlake,47.64047,-122.3243,Private room,69,10,0,,,56,316,0,
17889129,Rental unit in Seattle · ★4.09 · 2 bedrooms · 2 beds · 1 bath,3074414,Melissa,Other neighborhoods,Bryant,47.67516,-122.28946,Entire home/apt,165,30,12,2022-10-08,0.16,118,49,1,
48813224,Home in Seattle · ★4.97 · 2 bedrooms · 2 beds · 1 private bath,37257444,Javier,Capitol Hill,Montlake,47.63836,-122.31722,Private room,123,3,34,2023-06-17,2.06,2,47,23,
854579608778394375,Rental unit in Seattle · ★4.50 · 2 bedrooms · 3 beds · 1 bath,43908818,Saugat,Central Area,Minor,47.6128586643541,-122.30413512053639,Entire home/apt,229,2,6,2023-06-04,2.12,3,254,6,STR-OPLI-22-001162
49889828,Rental unit in Seattle · 2 bedrooms · 2 beds · 1 bath,3074414,Melissa,Other neighborhoods,Bryant,47.6749,-122.28906,Entire home/apt,170,30,0,,,118,49,0,
53327630,Home in Seattle · 4 bedrooms · 4 beds · 2.5 baths,17346153,Julia,Rainier Valley,Columbia City,47.54671,-122.27876,Entire home/apt,189,2,2,2022-07-14,0.17,1,240,2,STR-OPLI-22-000936
707983518389265205,Townhouse in Seattle · ★5.0 · 1 bedroom · 2 beds · 1 bath,453078441,Nancy I,Ballard,Whittier Heights,47.681,-122.37642,Entire home/apt,187,2,6,2023-06-11,0.71,1,344,6,STR-OPLI-22-001435
46309611,Rental unit in Seattle · ★4.77 · 2 bedrooms · 4 beds · 1.5 baths,371227093,Lily,Rainier Valley,Mount Baker,47.58334,-122.29538,Entire home/apt,174,2,78,2023-06-20,2.44,3,103,35,STR-OPLI-20-001053
20269058,Condo in Seattle · ★4.51 · 1 bedroom · 3 beds · 1 bath,4874276,Sarah,Downtown,First Hill,47.61159,-122.32857,Entire home/apt,114,3,208,2023-06-16,2.91,7,101,51,STR-OPLI-19-002766
52719504,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,46771655,Abigail,Other neighborhoods,Greenwood,47.68831,-122.365,Entire home/apt,122,3,27,2023-06-26,1.42,1,80,20,STR-OPLI-22-001423
33225888,Home in Seattle · ★4.85 · 3 bedrooms · 3 beds · 1 bath,250175998,Holly And Matt,Magnolia,Southeast Magnolia,47.64483,-122.38391,Entire home/apt,150,3,524,2023-06-19,10.08,2,175,104,STR-OPLI-19-002023
827559123434198567,Rental unit in Seattle · 4 bedrooms · 4 beds · 2 baths,484295554,Blanton,University District,University District,47.65691673993994,-122.31465671268025,Entire home/apt,225,30,0,,,13,97,0,
15407909,Home in Seattle · ★4.99 · 5 bedrooms · 7 beds · 3.5 baths,34002693,Jeffrey,Queen Anne,North Queen Anne,47.64381,-122.36719,Entire home/apt,879,2,139,2023-06-20,1.72,1,295,27,STR-OPLI-19-003416
20759864,Rental unit in Seattle · ★4.81 · 1 bedroom · 2 beds · 1 bath,51517056,Keith & Lauren,Other neighborhoods,Greenwood,47.69325,-122.35406,Entire home/apt,279,5,43,2022-10-08,0.64,1,266,4,STR-OPLI-22-000216
27909830,Guest suite in Seattle · ★4.70 · 2 bedrooms · 2 beds · 1 bath,61586257,Yuliya,Capitol Hill,Stevens,47.63341,-122.30454,Entire home/apt,170,2,89,2023-06-10,1.52,1,346,15,STR-OPLI-19-002152
46340265,Home in Seattle · ★4.93 · 4 bedrooms · 4 beds · 2 baths,370026008,Dawn,Other neighborhoods,Green Lake,47.68247,-122.3427,Entire home/apt,345,2,148,2023-05-29,4.68,1,103,51,STR-OPLI-20-001123
771405543165869627,Home in Seattle · ★4.70 · 2 bedrooms · 2 beds · 2 baths,463977085,Redzone,Other neighborhoods,Georgetown,47.5405106,-122.3203512,Entire home/apt,151,2,10,2023-06-08,3.03,1,56,10,STR-OPLI-23-000066
877602673043683285,Serviced apartment in Seattle · ★New · 1 bedroom · 3 beds · 2 baths,48005494,Zeus,Other neighborhoods,South Park,47.52544,-122.31833,Entire home/apt,204,30,0,,,36,296,0,
636248875248407333,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2 baths,2144954,Ryan,Other neighborhoods,Georgetown,47.54451,-122.31836,Entire home/apt,194,1,32,2023-06-22,2.57,2,309,30,STR-OPLI-22-000359
820359592377622722,Bungalow in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,4668343,John,Rainier Valley,Rainier Beach,47.510882196282346,-122.24452339411994,Entire home/apt,104,3,23,2023-06-20,5.43,3,25,23,STR-OPLI-22-001954
22355702,Guest suite in Seattle · ★4.95 · Studio · 1 bed · 1 bath,8269568,Alexander,Other neighborhoods,Green Lake,47.67338,-122.32663,Entire home/apt,95,3,160,2023-06-12,2.55,1,237,23,STR-OPLI-19-000944
748580312846777610,Home in Seattle · ★4.94 · 2 bedrooms · 3 beds · 1 bath,485580822,Rebecca,Ballard,Adams,47.67522,-122.37965,Entire home/apt,300,2,18,2023-06-09,2.65,4,224,18,STR-OPLI-22-001781
650688939413323490,Bed and breakfast in Seattle · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,130470547,Ben,Central Area,Atlantic,47.59404,-122.30229,Private room,79,1,85,2023-06-19,6.87,3,281,82,
860289800706007776,Rental unit in Seattle · 4 bedrooms · 4 beds · 4 baths,255614477,Sharifah,University District,University District,47.66860119627929,-122.31118874208735,Entire home/apt,435,1,0,,,2,342,0,STR-OPLI-21-000908
847818280804039622,Guesthouse in Seattle · 2 bedrooms · 2 beds · 1 bath,143060164,Robert,Other neighborhoods,Bryant,47.682317010999604,-122.28747879013558,Entire home/apt,109,45,0,,,5,174,0,
28781130,Home in Seattle · ★4.73 · 3 bedrooms · 4 beds · 3.5 baths,212826084,Vacasa Washington,Other neighborhoods,Green Lake,47.67122,-122.33652,Entire home/apt,283,30,22,2022-01-22,0.42,2,365,0,STR-OPLI-19-003353
27607985,Guest suite in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 bath,17250269,Tom,Central Area,Harrison/Denny-Blaine,47.624569,-122.292221,Entire home/apt,118,2,222,2023-06-13,3.98,1,263,44,STR-OPLI-19-000501
722572069341006998,Home in Seattle · ★4.84 · 3 bedrooms · 3 beds · 2 baths,36895981,Jongwoo,Other neighborhoods,Crown Hill,47.69588,-122.37586,Entire home/apt,235,2,19,2023-06-17,2.28,2,122,19,STR-OPLI-22-001612
18635270,Home in Seattle · ★4.96 · 5 bedrooms · 5 beds · 3.5 baths,95016161,Douglas,Magnolia,Lawton Park,47.65573,-122.39019,Entire home/apt,756,2,46,2022-12-27,0.63,1,312,12,STR-OPLI-19-001628
19414098,"Rental unit in Capitol Hill, Seattle · ★4.94 · 2 bedrooms · 2 beds · 1 bath",25546430,Heather,Capitol Hill,Stevens,47.61819702022052,-122.3075538926272,Entire home/apt,234,3,94,2023-06-19,1.29,1,50,6,STR-OPLI-19-002531
53615377,Bed and breakfast in Seattle · 1 bedroom · 2 beds · 1 bath,431747142,Cecil Bacon Manor,Capitol Hill,Broadway,47.6275,-122.3204,Private room,209,1,0,,,8,217,0,
713985335932849093,Home in Seattle · ★4.82 · 2 bedrooms · 2 beds · 1 bath,8146482,Amy,Delridge,North Delridge,47.56109,-122.36242,Entire home/apt,190,2,28,2023-06-18,3.07,3,245,28,STR-OPLI-21-000968
19528362,Home in Seattle · ★4.79 · 2 bedrooms · 2 beds · 2.5 baths,135583295,Marcus,Central Area,Atlantic,47.595692,-122.299484,Entire home/apt,135,30,44,2021-12-28,0.61,1,0,0,STR-OPLI-19-000925
31391400,Home in Seattle · ★5.0 · 1 bedroom · 2 beds · 1 bath,3690557,Minh,Delridge,Roxhill,47.53525,-122.37167,Entire home/apt,68,30,20,2023-02-01,0.38,1,0,2,604484931
1439237,Home in Seattle · ★4.91 · 1 bedroom · 2 beds · 1 shared bath,7730805,Stephanie,Central Area,Leschi,47.6076,-122.29081,Private room,76,31,93,2022-04-21,0.77,1,0,0,
45607099,Home in Seattle · 2 bedrooms · 2 beds · 2 baths,17050325,Gina,West Seattle,Fairmount Park,47.5477,-122.38302,Entire home/apt,120,30,0,,,1,0,0,
20237728,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,2703575,Courtney,Rainier Valley,Columbia City,47.56725,-122.29019,Private room,45,30,20,2023-03-31,0.28,1,0,2,
33249339,Home in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,5687287,Hayden,Other neighborhoods,Bitter Lake,47.71382,-122.34952,Entire home/apt,105,1,78,2023-04-23,1.54,1,0,10,STR-OPLI-20-000324
2830174,Rental unit in Seattle · ★4.86 · 1 bedroom · 1 bed · 1 bath,3381463,Katrina,Central Area,Atlantic,47.59485,-122.3095,Private room,71,30,29,2016-05-29,0.26,1,0,0,
33589084,Rental unit in Seattle · 1 bedroom · 1 bed · 1 shared bath,253105562,Theo,Other neighborhoods,Bitter Lake,47.73092,-122.35531,Private room,55,30,0,,,1,0,0,
9820818,Rental unit in Seattle · ★4.83 · 2 bedrooms · 3 beds · 1 bath,204886779,Jennifer,Other neighborhoods,View Ridge,47.67619,-122.26808,Entire home/apt,181,2,292,2023-06-09,3.19,11,119,26,STR-OPLI-19-003212
2710274,Home in Seattle · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,10392662,Sheryl,Other neighborhoods,Wallingford,47.65924,-122.33191,Private room,71,30,189,2022-09-20,1.68,2,39,1,
19768466,Townhouse in Seattle · ★4.63 · 3 bedrooms · 4 beds · 3.5 baths,10704748,James,Queen Anne,North Queen Anne,47.65195,-122.37364,Entire home/apt,500,30,8,2019-08-17,0.11,1,0,0,
3898413,Home in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,20184201,Sherry,Other neighborhoods,Fremont,47.65866,-122.34644,Private room,64,30,158,2019-11-04,1.61,2,0,0,
20697098,Townhouse in Seattle · ★5.0 · 2 bedrooms · 2 beds · 2 baths,12367586,Elisabeth And Joe,Rainier Valley,Columbia City,47.55874,-122.28328,Entire home/apt,171,2,40,2023-05-13,0.57,1,0,6,STR-OPLI-22-000052
35265089,Townhouse in Seattle · ★4.93 · 1 bedroom · 1 bed · 1 bath,123604493,Brian,Queen Anne,East Queen Anne,47.6354,-122.34694,Entire home/apt,190,2,28,2023-06-11,0.64,2,0,12,STR-OPLI-22-000209
4464110,Home in Seattle · ★4.74 · 2 bedrooms · 2 beds · 1 bath,9033582,Jenn,Northgate,Maple Leaf,47.69951,-122.31256,Entire home/apt,70,30,194,2020-04-01,2.27,1,0,0,STR-OPLI-19-002805
34955557,Guest suite in Seattle · ★5.0 · Studio · 2 beds · 1 bath,216085749,Emily,Ballard,Whittier Heights,47.68479,-122.37096,Entire home/apt,200,2,50,2022-07-31,1.03,1,0,3,STR-OPLI-22-001022
5259194,Home in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,27128557,Louis & Kevin,Central Area,Minor,47.61138,-122.31394,Private room,98,2,610,2021-11-08,6.00,3,0,0,
6002165,Home in Seattle · ★4.94 · 5 bedrooms · 5 beds · 3 baths,4634468,Amy,West Seattle,Alki,47.56472,-122.4001,Entire home/apt,325,4,17,2022-08-04,0.17,1,0,2,STR-OPLI-19-001844
6423488,Home in Seattle · ★4.80 · 2 bedrooms · 2 beds · 2 baths,10199216,Nicole,Central Area,Atlantic,47.60121,-122.30724,Entire home/apt,199,30,6,2016-05-20,0.06,1,0,0,
36119692,Rental unit in Seattle · ★4.81 · Studio · 1 bed · 1 bath,271704137,Ante,Downtown,First Hill,47.6133,-122.326,Entire home/apt,90,30,45,2020-02-29,0.93,2,0,0,Exempt
45996405,Home in Seattle · ★4.84 · 2 bedrooms · 2 beds · 1 bath,117708870,Luke,Beacon Hill,North Beacon Hill,47.57966,-122.31285,Entire home/apt,120,2,43,2022-11-28,1.36,1,0,7,STR-OPLI-20-001136
36399180,Townhouse in Seattle · 2 bedrooms · 1 bed · 1 bath,273691250,Timothy,West Seattle,Fairmount Park,47.56586,-122.37314,Entire home/apt,290,30,0,,,1,0,0,
21218430,Rental unit in Seattle · ★4.96 · 2 bedrooms · 4 beds · 1.5 baths,35925368,Beth,Capitol Hill,Stevens,47.6316,-122.30854,Entire home/apt,222,30,24,2023-06-19,0.36,1,19,10,STR-OPLI-22-001717
7841397,Rental unit in Seattle · ★4.96 · 2 bedrooms · 2 beds · 1 bath,25973628,Kip,Queen Anne,North Queen Anne,47.64818,-122.35762,Entire home/apt,130,30,92,2019-07-07,1.08,2,0,0,0008396460754365
21220327,Home in Seattle · ★4.76 · 2 bedrooms · 2 beds · 1 bath,34478345,Adam And Martha,Beacon Hill,North Beacon Hill,47.57683,-122.30199,Entire home/apt,145,30,90,2022-10-29,1.37,1,0,2,
21540868,Guest suite in Seattle · ★4.69 · 1 bedroom · 1 bed · 1 bath,2476907,Maya,Central Area,Mann,47.6144,-122.3018,Entire home/apt,70,2,144,2023-03-26,2.11,1,0,17,STR-OPLI-19-001412
8866927,Bungalow in Seattle · ★4.93 · 1 bedroom · 1 bed · 1 bath,18687921,Tim,Ballard,Loyal Heights,47.67825,-122.38652,Entire home/apt,80,30,392,2023-06-10,4.25,1,22,3,STR-OPLI-19-002492
37152857,Home in Seattle · ★4.86 · 3 bedrooms · 3 beds · 2 baths,153234367,Madison,Capitol Hill,Stevens,47.62161,-122.30992,Entire home/apt,225,30,7,2019-10-20,0.15,1,0,0,19-001166
47375695,Boutique hotel in Seattle · 1 bedroom · 1 bed · 1 private bath,294393857,The Ballard Inn,Ballard,Adams,47.66559,-122.38356,Private room,238,1,1,2021-01-23,0.03,2,0,0,Exempt
47596452,Townhouse in Seattle · 2 bedrooms · 2 beds · 2 baths,1595687,Elizabeth,Ballard,West Woodland,47.66829,-122.37076,Entire home/apt,148,2,2,2021-09-28,0.09,1,0,0,STR-OPLI-21-000460
22066237,Townhouse in Seattle · ★4.47 · 2 bedrooms · 4 beds · 1 bath,26372793,Anna,Other neighborhoods,Phinney Ridge,47.67965,-122.34991,Entire home/apt,95,30,73,2019-08-11,1.13,1,0,0,
743654635658712450,Townhouse in Seattle · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,398317720,Joanne,Ballard,Whittier Heights,47.6881055713419,-122.37396393123514,Entire home/apt,284,1,34,2023-05-29,4.20,53,68,34,STR-OPLI-22-001626
22190403,Home in Seattle · ★4.94 · 3 bedrooms · 2 beds · 2 baths,1276597,Shoshana,Beacon Hill,North Beacon Hill,47.57172,-122.30325,Entire home/apt,250,30,17,2019-06-24,0.27,1,0,0,STR-OPLI-19-003117
12933768,Home in Seattle · ★4.0 · 3 bedrooms · 3 beds · 3 baths,51863050,Christine,West Seattle,Gatewood,47.54089,-122.38403,Entire home/apt,450,2,4,2022-07-31,0.33,1,0,4,STR-OPLI-21-000562
38487282,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,150996291,Leigh,Ballard,Adams,47.67156,-122.38677,Entire home/apt,150,30,5,2022-08-05,0.11,1,21,1,
48059347,Townhouse in Seattle · 2 bedrooms · 2 beds · 2.5 baths,387457933,Ike,Delridge,High Point,47.53992,-122.36712,Entire home/apt,130,30,0,,,1,0,0,
49569405,Guest suite in Seattle · ★4.97 · 2 bedrooms · 3 beds · 1 bath,394977970,Hillary,Rainier Valley,Rainier View,47.50398,-122.26388,Entire home/apt,99,2,30,2021-11-29,1.17,2,0,0,STR-OPLI-21-000215
49670559,Home in Seattle · ★5.0 · 2 bedrooms · 1 bed · 1 bath,6239614,Lindsay,Other neighborhoods,Bitter Lake,47.7115,-122.35357,Entire home/apt,150,2,10,2022-09-03,0.41,1,0,4,STR-OPLI-21-000362
49572155,Townhouse in Seattle · ★4.81 · 2 bedrooms · 2 beds · 2 baths,298721073,Ariaan,Northgate,North College Park,47.69253,-122.34162,Entire home/apt,267,2,70,2023-04-26,2.80,9,0,29,STR-OPLI-21-000336
50135927,Home in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,27411460,Sara,West Seattle,Fairmount Park,47.55694,-122.37893,Entire home/apt,200,1,17,2022-08-28,0.70,1,0,9,STR-OPLI-21-000519
50215286,Guest suite in Seattle · 1 bedroom · 1 bed · 1 bath,7258681,H,Magnolia,Lawton Park,47.65077,-122.40361,Entire home/apt,100,28,0,,,1,0,0,STR-OPLI-22-001271
757122437513720826,Home in Seattle · 1 bedroom · 1 bed · 1 shared bath,477279461,Jen,Other neighborhoods,Greenwood,47.70418,-122.36107,Private room,52,2,2,2023-05-10,0.78,22,8,2,
50227512,Guest suite in Seattle · ★4.88 · 1 bedroom · 1 bed · 1 bath,9951683,Kelsey & Wes,Other neighborhoods,Phinney Ridge,47.6771,-122.36552,Entire home/apt,108,2,24,2023-06-07,1.41,1,6,16,STR-OPLI-21-001337
756802741435687855,Home in Seattle · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,477279461,Jen,Other neighborhoods,Greenwood,47.70233,-122.36111,Private room,56,2,7,2023-05-26,1.04,22,8,7,
640970614160499615,Rental unit in Seattle · 2 bedrooms · 2 beds · 1.5 baths,263502162,Landing,Northgate,North College Park,47.70447,-122.33452,Entire home/apt,108,30,0,,,97,0,0,
50310348,Guest suite in Seattle · ★4.86 · 1 bedroom · 1 bed · 1 bath,7697045,Danya,Beacon Hill,Mid-Beacon Hill,47.55181,-122.3076,Entire home/apt,51,30,14,2022-01-31,0.59,1,0,0,STR-OPLI-20-000967
50708632,Home in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,15944284,Christopher,University District,University District,47.66706,-122.30882,Private room,189,30,23,2022-07-01,0.97,2,0,2,
50709823,Townhouse in Seattle · ★4.99 · 1 bedroom · 1 bed · 1 private bath,79576430,Jackie,Rainier Valley,Brighton,47.53804,-122.28063,Private room,92,1,69,2023-04-02,3.48,2,0,54,
50814675,Condo in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,154634,Tressie,Other neighborhoods,Fremont,47.65513914401561,-122.34782260792807,Entire home/apt,130,5,4,2023-06-17,1.56,1,2,4,STR-oPLi-23-000330
50922973,Guest suite in Seattle · ★4.36 · 1 bedroom · 1 bed · 1 bath,40152005,Stephen,Ballard,West Woodland,47.66765,-122.36385,Entire home/apt,65,1,11,2023-03-27,0.48,1,0,10,STR-OPLI-21-000641
51113563,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,34118872,Mitchell,Northgate,North College Park,47.70406,-122.33958,Private room,50,30,3,2021-09-01,0.13,2,0,0,
51215684,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,44171252,Yoly,Capitol Hill,Broadway,47.6155,-122.31883,Private room,80,30,3,2022-11-03,0.24,1,0,2,
51279846,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,85091108,Tarah,Beacon Hill,Mid-Beacon Hill,47.56757,-122.31524,Entire home/apt,80,1,11,2023-02-25,0.85,1,0,8,STR-OPLI-22-000922
51525440,Condo in Seattle · 1 bedroom · 1 bed · 2 baths,236572187,Karen,Queen Anne,Lower Queen Anne,47.6273,-122.34409,Entire home/apt,250,30,0,,,3,0,0,
51539807,Guest suite in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 bath,417530134,Anne,Capitol Hill,Montlake,47.64372,-122.30244,Entire home/apt,70,2,37,2022-11-07,1.69,1,0,9,STR-OPLI-21-000712
33395033,Guesthouse in Seattle · ★4.99 · 1 bedroom · 3 beds · 1 bath,110154,Norea,Rainier Valley,Columbia City,47.5537,-122.2826,Entire home/apt,169,2,95,2023-06-11,2.06,1,267,47,STR-OPLI-19-000403
664507556736155268,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 1 bath,9442351,Kristen D.,Delridge,North Delridge,47.55495,-122.36512,Entire home/apt,150,3,9,2022-12-28,0.78,1,0,9,STR-OPLI-22-001072
51565563,Home in Seattle · 2 bedrooms · 3 beds · 1 bath,10712294,Brandon,Ballard,West Woodland,47.670738,-122.365829,Entire home/apt,232,2,1,2022-11-10,0.13,1,0,1,STR-OPLI-22-000057
51718285,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,34118872,Mitchell,Northgate,North College Park,47.70221,-122.34013,Private room,50,30,3,2021-09-01,0.13,2,0,0,
668112126730435304,Condo in Seattle · 1 bedroom · 2 beds · 1 bath,468725963,Domonkos,Queen Anne,East Queen Anne,47.62852,-122.3452,Entire home/apt,200,30,1,2022-09-04,0.10,1,0,1,
52199689,Condo in Seattle · ★4.69 · 1 bedroom · 2 beds · 1 bath,340706410,Vince,Queen Anne,West Queen Anne,47.63704,-122.36568,Entire home/apt,191,30,13,2021-12-14,0.61,43,0,0,STR-OPLI-21-001013
769194274622325182,Home in Seattle · 1 bedroom · 1 bed · 1 private bath,7992962,Cameron,Beacon Hill,North Beacon Hill,47.58869,-122.31334,Private room,89,90,0,,,1,0,0,
52259577,Condo in Seattle · ★4.69 · 1 bedroom · 2 beds · 1 bath,340706410,Vince,Queen Anne,West Queen Anne,47.63894,-122.36562,Entire home/apt,233,30,13,2021-12-20,0.61,43,0,0,STR-OPLI-21-001013
730450172350083615,Rental unit in Seattle · ★4.24 · 3 bedrooms · 3 beds · 1 bath,487344448,Ricardo,West Seattle,Alki,47.56861,-122.4087,Entire home/apt,193,2,46,2023-06-10,5.37,16,0,46,STR-OPLI-22-000263
52073421,Home in Seattle · ★4.95 · 2 bedrooms · 2 beds · 2 baths,4186409,Alessya,Central Area,Mann,47.60926,-122.30254,Entire home/apt,222,4,39,2023-05-05,1.85,1,12,20,STR-OPLI-21-000896
669747938894499321,Townhouse in Seattle · ★5.0 · 2 bedrooms · 2 beds · 2 baths,81710505,Jocelyn,Cascade,Eastlake,47.64621,-122.32311,Entire home/apt,324,1,15,2022-09-29,1.34,1,0,15,STR-OPLI-22-001192
671209793738062427,Condo in Seattle · 2 bedrooms · 2 beds · 1 bath,4614133,Nathan,Capitol Hill,Broadway,47.62963,-122.32014,Entire home/apt,200,7,1,2022-08-07,0.09,1,0,1,STR-OPLI-21-000738
52472148,Townhouse in Seattle · ★4.91 · Studio · 1 bed · 1 bath,9360273,Graham,Northgate,North College Park,47.69368,-122.33999,Entire home/apt,76,2,33,2023-04-02,1.66,1,0,16,STR-OPLI-19-001516
52668926,Guest suite in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,3516434,Jeff,Other neighborhoods,Wallingford,47.65218,-122.33332,Entire home/apt,84,2,8,2023-04-01,0.44,1,0,5,STR-OPLI-21-001270
52702608,Guest suite in Seattle · ★4.75 · Studio · 1 bed · 1 private bath,239130549,Haley,West Seattle,Genesee,47.56892,-122.3751,Private room,83,30,4,2021-12-18,0.19,1,0,0,
52745066,Home in Seattle · 4 bedrooms · 4 beds · 2.5 baths,15502197,Kimberley,Central Area,Minor,47.60346,-122.31166,Entire home/apt,296,2,0,,,12,0,0,STR-OPLI-19-001178
684163261131630679,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 1 bath,471547178,Evelyn,West Seattle,Alki,47.573542288905394,-122.41186201872695,Entire home/apt,379,5,13,2023-04-07,1.33,2,1,13,STR-OPLI-20-001200
53396016,Townhouse in Seattle · 1 bedroom · 1 bed · 1 private bath,432334305,Lauren,Other neighborhoods,Wallingford,47.65278,-122.34057,Private room,56,1,2,2021-12-31,0.11,1,0,0,
738010606696263619,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Other neighborhoods,Green Lake,47.68159,-122.32265,Entire home/apt,149,30,0,,,97,112,0,
54016376,Rental unit in Seattle · ★4.60 · 1 bedroom · 1 bed · 1.5 baths,132222445,Bryce,Central Area,Minor,47.60957,-122.302933,Entire home/apt,79,1,5,2022-05-06,0.31,1,0,0,STR-OPLI-22-000006
54050221,Townhouse in Seattle · ★4.83 · 3 bedrooms · 4 beds · 2 baths,121688409,Evolve,Other neighborhoods,North Beach/Blue Ridge,47.69135,-122.39241,Entire home/apt,178,2,30,2023-04-20,1.81,43,0,17,STR-OPLI-21-001163
53707413,Home in Seattle · ★4.90 · 2 bedrooms · 2 beds · 2 baths,77347820,Adriana C.,Northgate,Maple Leaf,47.69141,-122.30801,Entire home/apt,285,3,10,2022-09-03,0.54,5,0,3,STR-OPLI-21-000216
54202246,Townhouse in Seattle · ★4.92 · 1 bedroom · 1 bed · 1 bath,79576430,Jackie,Rainier Valley,Brighton,47.53853,-122.28155,Entire home/apt,125,1,13,2022-12-20,0.76,2,0,4,STR-OPLI-21-001164
696586300611623217,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Rainier Valley,Columbia City,47.56039,-122.29201,Entire home/apt,86,30,0,,,97,0,0,
696817535283180888,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,Belltown,47.6156911,-122.3479268,Entire home/apt,209,31,0,,,398,0,0,
551396181808421023,Home in Seattle · ★5.0 · 4 bedrooms · 5 beds · 4 baths,124789542,David,Queen Anne,North Queen Anne,47.6493,-122.36759,Entire home/apt,222,2,11,2022-12-27,0.67,1,0,5,STR-OPLI-22-000254
562586791585017658,Home in Seattle · ★4.56 · 3 bedrooms · 3 beds · 2 baths,340706410,Vince,Delridge,Highland Park,47.52247,-122.34637,Entire home/apt,372,1,43,2022-11-27,2.72,43,0,25,STR-OPLI-22-000285
564427548887051135,Cabin in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,20656972,David,Lake City,Matthews Beach,47.69459,-122.27248,Entire home/apt,200,2,6,2022-08-29,0.40,1,0,2,STR-OPLI-22-000356
773789961696942209,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,106078576,Carl,Other neighborhoods,Fremont,47.660747235618835,-122.35412307152174,Entire home/apt,158,4,6,2023-04-01,1.07,1,3,6,STR-OPLI-22-001992
569214851700273219,Townhouse in Seattle · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,86601911,Cameron,Central Area,Atlantic,47.60035,-122.30626,Entire home/apt,120,2,3,2022-05-16,0.19,1,0,0,STR-OPLI-22-000341
582623450788471779,Condo in Seattle · ★4.95 · 2 bedrooms · 2 beds · 1 bath,421964201,Joshua,Central Area,Minor,47.602936,-122.304077,Entire home/apt,159,3,44,2022-12-29,3.15,1,0,30,STR-OPLI-21-001265
710557580723112847,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,Belltown,47.6156911,-122.3479268,Entire home/apt,209,31,1,2023-04-01,0.35,398,0,1,
28786706,Home in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,13264825,Barbara,Queen Anne,East Queen Anne,47.6343,-122.35151,Private room,83,5,60,2023-06-19,1.05,2,40,15,
40610760,Serviced apartment in Seattle · ★4.90 · 1 bedroom · 2 beds · 1 bath,314521613,Twenty-Nine Nights,Queen Anne,Lower Queen Anne,47.620453,-122.356407,Entire home/apt,237,1,210,2023-06-22,5.05,2,337,97,STR-OPLI-19-002875
746550625124137500,Condo in Seattle · ★4.82 · 1 bedroom · 1 bed · 1 bath,72430545,Aurélia,Capitol Hill,Broadway,47.61452,-122.31445,Entire home/apt,106,2,28,2023-05-28,4.67,1,0,28,STR-OPLI-22-001956
597252623710078037,Home in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 bath,24952573,Kiran,Seward Park,Seward Park,47.55409,-122.27106,Entire home/apt,99,2,19,2023-04-02,1.29,1,0,6,STR-OPLI-22-000469
